Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"West Chimney","Campanile (aka Three Brick Monoliths) > University of Washington Campus and Surrounding Areas > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118336782/west-chimney,4.0,-1,TR,5.10,1,150,47.65624,-122.30986
"Hand Crack","Bank of America > University of Washington Campus and Surrounding Areas > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118339324/hand-crack,3.0,-1,TR,5.8,1,20,47.66343,-122.31344
"Boving Route","Edmundson Pavilion (Alaska Airlines Arena) > University of Washington Campus and Surrounding Areas > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118593513/boving-route,3.0,-1,TR,5.10+,1,45,47.65102,-122.30215
"Lock and Keel Chimney","Ballard > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118325556/lock-and-keel-chimney,0.5,-1,TR,"5.6 R",1,40,47.66837,-122.38451
"Super Mario Park","Downtown > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118325613/super-mario-park,4.0,-1,TR,"5.11 R",1,40,47.60388,-122.33009
"Trinity Lutheran Church","Capitol Hill > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118325647/trinity-lutheran-church,2.0,-1,TR,"5.8+ X",1,50,47.61635,-122.31898
"Ice Cream Sandwich in Martha Stewart's Handbag","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278221/ice-cream-sandwich-in-martha-stewarts-handbag,3.0,-1,TR,5.7,1,30,47.29974,-122.21712
"Soup Sandwich in Seltzer Water City","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278239/soup-sandwich-in-seltzer-water-city,1.0,-1,TR,5.8,1,30,47.29974,-122.21712
"Turkey Sandwich in Boston","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119749708/turkey-sandwich-in-boston,1.0,-1,TR,5.8,1,30,47.29974,-122.21712
"Velveeta Cheese Sandwich in Valhalla","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278256/velveeta-cheese-sandwich-in-valhalla,2.0,-1,TR,5.8+,1,30,47.29974,-122.21712
"Knuckle Sandwich in Timbuktu","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278184/knuckle-sandwich-in-timbuktu,2.0,-1,"Sport, TR",5.9,1,30,47.29974,-122.21712
"Reuben Sandwich in Reykjavik","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278198/reuben-sandwich-in-reykjavik,1.0,-1,"Sport, TR",5.9,1,30,47.29974,-122.21712
"Dirt Sandwich in Darrington","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278209/dirt-sandwich-in-darrington,3.0,-1,TR,5.9,1,30,47.29974,-122.21712
"Pineapple Sandwich in Disneyland","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119749679/pineapple-sandwich-in-disneyland,1.0,-1,Sport,5.9,1,30,47.29974,-122.21712
"Hamburger in Heaven","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278169/hamburger-in-heaven,1.0,-1,TR,5.10a,1,30,47.29974,-122.21712
"Great Pumpkin Sandwich in Pottersville","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278279/great-pumpkin-sandwich-in-pottersville,1.0,-1,"Sport, TR",5.10-,1,30,47.29974,-122.21712
"Cheeseburger in Paradise","Les Gove Park > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120278150/cheeseburger-in-paradise,3.0,-1,"Sport, TR",5.10+,1,30,47.29974,-122.21712
"Ass Deep in the Trenches","Coal Creek Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124670733/ass-deep-in-the-trenches,4.0,-1,"TR, Boulder","5.12- V7 R",1,20,47.52606,-122.11994
